9.000000000000000222e-01,1.000000000000000048e-04,1.000000000000000000e+01,7.672740817070007324e-01,7.119103074073791504e-01
9.000000000000000222e-01,1.000000000000000048e-04,2.000000000000000000e+01,8.359628915786743164e-01,7.427892684936523438e-01
9.000000000000000222e-01,1.000000000000000048e-04,3.000000000000000000e+01,8.800324201583862305e-01,7.957243919372558594e-01
9.000000000000000222e-01,1.000000000000000048e-04,5.000000000000000000e+01,9.242380857467651367e-01,8.137087821960449219e-01
9.000000000000000222e-01,1.000000000000000048e-04,1.000000000000000000e+02,9.440966844558715820e-01,8.289785981178283691e-01
9.000000000000000222e-01,5.000000000000000104e-04,1.000000000000000000e+01,8.732315897941589355e-01,7.889379262924194336e-01
9.000000000000000222e-01,5.000000000000000104e-04,2.000000000000000000e+01,9.232859611511230469e-01,8.140481114387512207e-01
9.000000000000000222e-01,5.000000000000000104e-04,3.000000000000000000e+01,9.306309223175048828e-01,8.228706717491149902e-01
9.000000000000000222e-01,5.000000000000000104e-04,5.000000000000000000e+01,9.329432249069213867e-01,8.473022580146789551e-01
9.000000000000000222e-01,5.000000000000000104e-04,1.000000000000000000e+02,9.333512783050537109e-01,8.724125027656555176e-01
9.000000000000000222e-01,1.000000000000000021e-03,1.000000000000000000e+01,8.982588052749633789e-01,8.150660991668701172e-01
9.000000000000000222e-01,1.000000000000000021e-03,2.000000000000000000e+01,9.236940145492553711e-01,8.445876240730285645e-01
9.000000000000000222e-01,1.000000000000000021e-03,3.000000000000000000e+01,9.341673851013183594e-01,8.513741493225097656e-01
9.000000000000000222e-01,1.000000000000000021e-03,5.000000000000000000e+01,9.192055463790893555e-01,8.381403684616088867e-01
9.000000000000000222e-01,1.000000000000000021e-03,1.000000000000000000e+02,9.162131547927856445e-01,8.588393926620483398e-01
9.000000000000000222e-01,5.000000000000000104e-03,1.000000000000000000e+01,9.011151790618896484e-01,8.072615861892700195e-01
9.000000000000000222e-01,5.000000000000000104e-03,2.000000000000000000e+01,9.064198732376098633e-01,8.187987208366394043e-01
9.000000000000000222e-01,5.000000000000000104e-03,3.000000000000000000e+01,9.012511968612670898e-01,8.445876836776733398e-01
9.000000000000000222e-01,5.000000000000000104e-03,5.000000000000000000e+01,3.360990285873413086e-01,3.260943591594696045e-01
9.000000000000000222e-01,5.000000000000000104e-03,1.000000000000000000e+02,1.913764923810958862e-01,1.822192072868347168e-01
9.000000000000000222e-01,1.000000000000000021e-02,1.000000000000000000e+01,9.124046564102172852e-01,8.266031742095947266e-01
9.000000000000000222e-01,1.000000000000000021e-02,2.000000000000000000e+01,8.150162100791931152e-01,7.421104907989501953e-01
9.000000000000000222e-01,1.000000000000000021e-02,3.000000000000000000e+01,5.753537416458129883e-01,4.821852147579193115e-01
9.000000000000000222e-01,1.000000000000000021e-02,5.000000000000000000e+01,4.470892846584320068e-01,4.044790863990783691e-01
9.000000000000000222e-01,1.000000000000000021e-02,1.000000000000000000e+02,1.913764923810958862e-01,1.822192072868347168e-01
9.000000000000000222e-01,5.000000000000000278e-02,1.000000000000000000e+01,6.522035002708435059e-01,5.001696944236755371e-01
9.000000000000000222e-01,5.000000000000000278e-02,2.000000000000000000e+01,3.743199706077575684e-01,3.481506705284118652e-01
9.000000000000000222e-01,5.000000000000000278e-02,3.000000000000000000e+01,3.777203559875488281e-01,3.508652746677398682e-01
9.000000000000000222e-01,5.000000000000000278e-02,5.000000000000000000e+01,1.913764923810958862e-01,1.822192072868347168e-01
9.000000000000000222e-01,5.000000000000000278e-02,1.000000000000000000e+02,1.913764923810958862e-01,1.822192072868347168e-01
